step,episode,reward,done,action,state0,state1,state2,state3,state4,state5,state6,state7
0,0,0.04329329793924444,False,3,-0.006537723354995251,1.4023669958114624,-0.6621993780136108,-0.3801620602607727,0.007582204882055521,0.14999797940254211,0.0,0.0
1,0,0.07128452783209241,False,3,-0.012990474700927734,1.3932433128356934,-0.650607705116272,-0.40552839636802673,0.012847992591559887,0.10532667487859726,0.0,0.0
2,0,-0.06660648158887625,False,3,-0.019356632605195045,1.3835128545761108,-0.6397281885147095,-0.4324961006641388,0.015927305445075035,0.06159207969903946,0.0,0.0
3,0,0.30232631459111414,False,3,-0.02566223219037056,1.373184323310852,-0.6321374177932739,-0.4590669870376587,0.0174826979637146,0.031110893934965134,0.0,0.0
4,0,0.4647805159848428,False,3,-0.03188667446374893,1.362253189086914,-0.6219520568847656,-0.48581820726394653,0.016995474696159363,-0.009745260700583458,0.0,0.0
5,0,0.7477208218256248,False,3,-0.03803300857543945,1.3507317304611206,-0.6121519804000854,-0.5120404362678528,0.014541561715304852,-0.04908283054828644,0.0,0.0
6,0,0.8645789039140663,False,3,-0.044089220464229584,1.3386117219924927,-0.6008554697036743,-0.5386308431625366,0.00982468482106924,-0.0943465605378151,0.0,0.0
7,0,-0.16282104864902067,False,3,-0.05006227642297745,1.3258953094482422,-0.5904170870780945,-0.5651382207870483,0.003018868388608098,-0.1361289918422699,0.0,0.0
8,0,-0.930109614052326,False,3,-0.05595207214355469,1.3125728368759155,-0.579973578453064,-0.5921260714530945,-0.005874661263078451,-0.1778872013092041,0.0,0.0
9,0,-1.2409716354605098,False,3,-0.061753369867801666,1.2986574172973633,-0.568895161151886,-0.6185423135757446,-0.016981350257992744,-0.22215458750724792,0.0,0.0
10,0,-1.4722429650362006,False,3,-0.06747522205114365,1.2841460704803467,-0.5589500665664673,-0.6451483964920044,-0.03007178194820881,-0.26183247566223145,0.0,0.0
11,0,-1.7260517924276815,False,3,-0.0731111541390419,1.2690247297286987,-0.5481816530227661,-0.6724408864974976,-0.04531661048531532,-0.3049248158931732,0.0,0.0
