step,episode,reward,done,action,state0,state1,state2,state3,state4,state5,state6,state7
0,0,-0.18638414613644613,False,1,0.0063765523955225945,1.3985930681228638,0.6458464860916138,-0.5478851199150085,-0.007381905801594257,-0.14629392325878143,0.0,0.0
1,0,0.08641237732337118,False,1,0.012680339626967907,1.3857004642486572,0.6358317136764526,-0.5730372071266174,-0.012776193208992481,-0.10789541155099869,0.0,0.0
2,0,-0.09293847544833397,False,1,0.018886089324951172,1.3722023963928223,0.6235349178314209,-0.5999441742897034,-0.015698866918683052,-0.05845893174409866,0.0,0.0
3,0,0.30423183217476546,False,1,0.025031279772520065,1.3581076860427856,0.6159282326698303,-0.6264410018920898,-0.017094261944293976,-0.027909955009818077,0.0,0.0
4,0,-0.38468334799947,False,0,0.031090926378965378,1.343409538269043,0.605195164680481,-0.65324866771698,-0.01633756421506405,0.015135208144783974,0.0,0.0
5,0,-0.3624420348516253,False,0,0.03715047985315323,1.328111171722412,0.6051918268203735,-0.6799169778823853,-0.015581607818603516,0.015120740048587322,0.0,0.0
6,0,-0.33820385432039757,False,0,0.04321002960205078,1.3122127056121826,0.6051892638206482,-0.7065851092338562,-0.014825278893113136,0.015128214843571186,0.0,0.0
7,0,-0.3120444275094201,False,0,0.049269579350948334,1.2957143783569336,0.605187177658081,-0.7332534193992615,-0.014069060795009136,0.015125584788620472,0.0,0.0
8,0,-0.2841508435416813,False,0,0.055329035967588425,1.2786160707473755,0.6051849126815796,-0.7599217891693115,-0.013312975876033306,0.015123171731829643,0.0,0.0
9,0,-0.2546864593852547,False,0,0.061388492584228516,1.2609176635742188,0.6051826477050781,-0.7865902185440063,-0.012556974776089191,0.01512141339480877,0.0,0.0
10,0,-0.22383105471823228,False,0,0.06744794547557831,1.2426190376281738,0.6051803827285767,-0.8132585287094116,-0.01180108543485403,0.015119275078177452,0.0,0.0
11,0,-0.19164970339585352,False,0,0.07350750267505646,1.2237205505371094,0.60517817735672,-0.839927077293396,-0.011045308783650398,0.01511712558567524,0.0,0.0
12,0,1.6343021277454681,False,2,0.07956685870885849,1.2042219638824463,0.6051759123802185,-0.8665955066680908,-0.010289632715284824,0.01511486154049635,0.0,0.0
13,0,-0.08478943054586807,False,0,0.08579273521900177,1.184950828552246,0.6210483908653259,-0.8564863801002502,-0.008775165304541588,0.030292261391878128,0.0,0.0
14,0,3.2002696691830694,False,2,0.0920185074210167,1.1650795936584473,0.6210435628890991,-0.883161723613739,-0.007261543534696102,0.03027517721056938,0.0,0.0
15,0,0.003250915345915928,False,0,0.09843015670776367,1.145888328552246,0.6387816667556763,-0.8529371023178101,-0.004901522770524025,0.04720501974225044,0.0,0.0
16,0,0.035412724381615135,False,0,0.10484180599451065,1.1260967254638672,0.6387746930122375,-0.8796161413192749,-0.002542525064200163,0.047184057533741,0.0,0.0
17,0,4.180682457339526,False,2,0.11125345528125763,1.1057053804397583,0.6387680768966675,-0.906281590461731,-0.00018355929933022708,0.04718395322561264,0.0,0.0
18,0,-0.4621425837370339,False,0,0.1176663413643837,1.0860909223556519,0.6388960480690002,-0.8717542886734009,0.0021818578243255615,0.0473128966987133,0.0,0.0
